product_name,purchase_date,review,rating,units_sold,region,product_category,net_profit
Smartwatch,2024-05-09,Highly recommend this!,2,189,East,Wearables,9803.59
Electric Kettle,2022-11-16,"Great quality, very satisfied!",2,23,East,Kitchen,749.34
Laptop Stand,2024-07-11,Stopped working too soon.,5,128,West,Accessories,1842.34
4K Action Camera,2022-01-02,Not worth the price.,4,93,West,Electronics,10690.89
Robot Vacuum,2023-06-08,Works fine.,3,278,North,Home Goods,8731.55
Coffee Maker,2024-05-07,"Loved it, will buy again.",3,278,East,Kitchen,7233.76
Robot Vacuum,2020-11-16,Bad experience overall.,2,232,West,Home Goods,11088.56
Smartwatch,2022-07-01,Quality could be better.,1,212,East,Wearables,7454.02
Coffee Maker,2023-06-10,Very disappointing.,2,58,West,Kitchen,2769.94
Air Purifier,2024-08-20,"Great quality, very satisfied!",1,223,South,Home Goods,7164.31
Electric Kettle,2021-03-12,Quality could be better.,4,99,East,Kitchen,2892.53
Gaming Chair,2022-02-19,"Average product, does the job.",1,32,West,Furniture,1977.17
Air Purifier,2024-04-05,Works fine.,1,55,South,Home Goods,2408.93
Coffee Maker,2023-11-27,Amazing performance and value.,4,126,East,Kitchen,5483.37
Robot Vacuum,2022-12-12,"Average product, does the job.",4,134,West,Home Goods,5307.62
Wireless Mouse,2024-12-15,Decent for the price.,2,195,East,Accessories,3656.2
4K Action Camera,2023-08-29,Not worth the price.,2,34,South,Electronics,2003.6
Blender,2023-07-28,Decent for the price.,4,179,West,Kitchen,7582.15
Electric Kettle,2021-12-26,Amazing performance and value.,2,32,South,Kitchen,801.04
Laptop Stand,2020-01-31,"Average product, does the job.",1,127,South,Accessories,2366.38
Coffee Maker,2020-12-02,Highly recommend this!,1,291,South,Kitchen,11430.59
Blender,2020-07-01,Bad experience overall.,1,286,South,Kitchen,11098.37
Robot Vacuum,2022-11-12,"Great quality, very satisfied!",4,47,South,Home Goods,2687.66
Robot Vacuum,2021-06-27,Nothing special but acceptable.,2,168,East,Home Goods,11347.9
Robot Vacuum,2024-01-09,Highly recommend this!,5,261,South,Home Goods,15616.18
Coffee Maker,2023-01-02,Stopped working too soon.,5,276,East,Kitchen,10647.77
4K Action Camera,2022-10-30,Very disappointing.,4,266,East,Electronics,21784.0
Air Purifier,2024-02-16,Decent for the price.,5,40,North,Home Goods,1962.09
Smartwatch,2024-01-19,Amazing performance and value.,1,48,West,Wearables,2026.71
4K Action Camera,2024-05-08,Highly recommend this!,4,174,West,Electronics,14910.88
Air Purifier,2024-05-06,"Average product, does the job.",2,110,South,Home Goods,6321.98
Blender,2021-10-21,Not worth the price.,5,239,South,Kitchen,5391.32
Gaming Chair,2020-06-08,It's okay.,4,167,West,Furniture,8183.02
Gaming Chair,2022-11-03,Very disappointing.,5,139,South,Furniture,12612.1
Gaming Chair,2023-04-16,Highly recommend this!,5,191,West,Furniture,12971.35
Blender,2021-02-15,Highly recommend this!,4,160,West,Kitchen,7660.71
Robot Vacuum,2022-10-08,Stopped working too soon.,1,285,North,Home Goods,16287.96
Coffee Maker,2020-02-22,"Great quality, very satisfied!",3,223,West,Kitchen,5196.17
Gaming Chair,2021-02-11,Very disappointing.,1,244,East,Furniture,18987.64
Air Purifier,2022-04-26,Very disappointing.,1,253,North,Home Goods,11341.51
Laptop Stand,2022-11-11,Decent for the price.,5,187,North,Accessories,2178.53
Blender,2022-11-19,Nothing special but acceptable.,5,38,North,Kitchen,1385.45
Wireless Mouse,2021-12-03,Very disappointing.,4,43,West,Accessories,976.69
Smartwatch,2020-09-16,Very disappointing.,1,145,South,Wearables,3750.44
Air Purifier,2023-05-13,Excellent product!,5,146,West,Home Goods,8348.59
Gaming Chair,2022-12-18,Very disappointing.,1,118,South,Furniture,8055.09
Robot Vacuum,2024-02-03,Bad experience overall.,4,166,North,Home Goods,6884.26
Coffee Maker,2022-02-14,Highly recommend this!,3,96,West,Kitchen,3267.07
4K Action Camera,2024-01-29,Bad experience overall.,3,139,West,Electronics,13481.09
Wireless Mouse,2022-11-01,"Loved it, will buy again.",4,21,South,Accessories,261.83
Gaming Chair,2024-07-12,Quality could be better.,4,184,West,Furniture,14057.22
Robot Vacuum,2023-08-06,Excellent product!,3,104,South,Home Goods,6175.73
Coffee Maker,2022-04-29,Bad experience overall.,2,208,South,Kitchen,6174.12
4K Action Camera,2024-11-18,"Great quality, very satisfied!",4,212,West,Electronics,15678.08
Smartwatch,2020-12-19,Amazing performance and value.,2,79,West,Wearables,2179.24
Electric Kettle,2024-07-20,Nothing special but acceptable.,3,209,West,Kitchen,9582.17
Coffee Maker,2023-01-03,Amazing performance and value.,4,227,North,Kitchen,7025.18
Smartwatch,2022-05-22,Very disappointing.,1,184,West,Wearables,7473.57
Wireless Mouse,2024-10-05,Stopped working too soon.,4,65,North,Accessories,1296.15
Gaming Chair,2024-05-03,Amazing performance and value.,2,117,East,Furniture,9722.27
Blender,2024-06-02,Not worth the price.,1,265,East,Kitchen,12348.09
Electric Kettle,2024-01-04,Amazing performance and value.,4,104,West,Kitchen,4117.58
Smartwatch,2022-09-17,Amazing performance and value.,5,273,East,Wearables,10266.79
Blender,2023-06-18,Highly recommend this!,5,288,East,Kitchen,6545.83
Blender,2022-10-14,Amazing performance and value.,4,31,East,Kitchen,913.25
Blender,2023-03-23,Works fine.,3,143,North,Kitchen,3453.48
Blender,2024-12-14,Nothing special but acceptable.,2,120,West,Kitchen,2786.55
Laptop Stand,2023-01-24,Very disappointing.,3,41,West,Accessories,1007.59
Air Purifier,2024-10-15,It's okay.,3,51,West,Home Goods,1543.65
Wireless Mouse,2020-10-20,Highly recommend this!,3,123,West,Accessories,2155.64
Coffee Maker,2020-07-27,Not worth the price.,1,36,West,Kitchen,1561.87
Robot Vacuum,2023-09-28,Highly recommend this!,4,174,South,Home Goods,11335.89
Wireless Mouse,2023-01-16,Nothing special but acceptable.,2,252,West,Accessories,5686.01
Gaming Chair,2022-03-28,Not worth the price.,5,118,North,Furniture,8646.53
Coffee Maker,2024-12-04,Bad experience overall.,1,37,West,Kitchen,1233.04
Robot Vacuum,2021-01-24,"Loved it, will buy again.",5,181,North,Home Goods,11730.09
Smartwatch,2020-11-20,"Loved it, will buy again.",2,144,East,Wearables,6849.34
Gaming Chair,2022-07-28,Stopped working too soon.,1,18,North,Furniture,823.1
4K Action Camera,2022-06-07,Works fine.,5,229,North,Electronics,17434.78
Wireless Mouse,2023-03-26,"Loved it, will buy again.",1,136,East,Accessories,2544.68
Smartwatch,2021-10-29,Amazing performance and value.,4,276,East,Wearables,8273.72
Blender,2024-08-01,"Great quality, very satisfied!",2,159,East,Kitchen,3307.12
Smartwatch,2021-09-24,Nothing special but acceptable.,2,184,South,Wearables,5082.29
Smartwatch,2021-07-30,It's okay.,2,283,West,Wearables,14873.74
Wireless Mouse,2024-06-30,Excellent product!,3,65,East,Accessories,1944.12
Laptop Stand,2024-08-09,Amazing performance and value.,3,228,West,Accessories,3537.9
Smartwatch,2020-05-16,Quality could be better.,5,226,North,Wearables,8339.62
Smartwatch,2024-08-24,"Average product, does the job.",2,116,South,Wearables,5886.6
Air Purifier,2021-03-03,Amazing performance and value.,2,180,West,Home Goods,10329.73
Wireless Mouse,2024-01-15,Amazing performance and value.,1,171,East,Accessories,4566.08
Gaming Chair,2021-09-03,Highly recommend this!,3,82,West,Furniture,7716.13
Coffee Maker,2022-06-29,Quality could be better.,1,285,West,Kitchen,11213.47
Electric Kettle,2022-03-29,Very disappointing.,3,136,East,Kitchen,3576.93
4K Action Camera,2020-05-20,"Great quality, very satisfied!",1,14,East,Electronics,937.65
Smartwatch,2023-01-11,Excellent product!,1,120,East,Wearables,7154.18
Smartwatch,2020-06-25,Highly recommend this!,4,232,South,Wearables,10959.63
Coffee Maker,2020-07-16,Quality could be better.,1,244,North,Kitchen,8920.36
Air Purifier,2021-09-15,Highly recommend this!,4,152,South,Home Goods,6875.48
Wireless Mouse,2024-05-10,Amazing performance and value.,2,93,South,Accessories,2070.75
Air Purifier,2021-11-21,Works fine.,1,96,East,Home Goods,5639.88
Wireless Mouse,2023-12-15,Not worth the price.,4,261,East,Accessories,6893.06
Gaming Chair,2021-02-04,Highly recommend this!,1,231,West,Furniture,15113.51
Electric Kettle,2024-09-17,Decent for the price.,4,203,South,Kitchen,4406.54
Electric Kettle,2021-04-15,Decent for the price.,4,45,East,Kitchen,1978.13
4K Action Camera,2020-08-05,Excellent product!,1,159,East,Electronics,8471.49
Blender,2022-07-17,Excellent product!,3,88,West,Kitchen,1964.23
Smartwatch,2024-10-18,"Loved it, will buy again.",4,289,East,Wearables,10949.87
4K Action Camera,2021-09-23,"Average product, does the job.",4,101,South,Electronics,9560.18
Wireless Mouse,2022-08-08,Quality could be better.,3,87,West,Accessories,1344.66
Wireless Mouse,2022-06-24,Very disappointing.,1,232,East,Accessories,4415.39
Wireless Mouse,2020-06-23,"Loved it, will buy again.",2,253,South,Accessories,5832.35
Robot Vacuum,2020-01-23,"Loved it, will buy again.",2,198,South,Home Goods,8600.22
Gaming Chair,2024-10-14,It's okay.,3,259,South,Furniture,15069.9
Laptop Stand,2020-08-22,It's okay.,2,85,West,Accessories,2403.71
Laptop Stand,2022-11-02,Amazing performance and value.,4,268,South,Accessories,3769.08
Air Purifier,2023-01-29,Bad experience overall.,1,229,East,Home Goods,10018.92
Laptop Stand,2022-07-17,Excellent product!,2,269,West,Accessories,6563.35
Coffee Maker,2024-04-08,Quality could be better.,2,143,South,Kitchen,6708.02
Wireless Mouse,2021-06-06,Decent for the price.,5,91,South,Accessories,2076.4
Smartwatch,2024-12-13,"Average product, does the job.",1,20,North,Wearables,1069.41
Air Purifier,2024-01-15,Nothing special but acceptable.,5,18,East,Home Goods,623.6
Smartwatch,2021-03-06,Excellent product!,5,14,North,Wearables,836.32
Air Purifier,2022-03-03,Stopped working too soon.,4,158,East,Home Goods,10689.36
Smartwatch,2024-06-17,Works fine.,1,108,East,Wearables,3398.79
Wireless Mouse,2024-10-02,Quality could be better.,2,290,West,Accessories,4577.59
Coffee Maker,2021-06-16,Stopped working too soon.,4,21,South,Kitchen,979.24
Coffee Maker,2022-09-05,It's okay.,3,119,West,Kitchen,3882.84
Blender,2024-10-12,Very disappointing.,2,55,East,Kitchen,1162.36
Wireless Mouse,2024-08-02,Works fine.,1,280,West,Accessories,4853.47
4K Action Camera,2023-08-09,Decent for the price.,3,88,West,Electronics,5524.4
Coffee Maker,2022-03-20,Amazing performance and value.,3,211,West,Kitchen,4648.48
Air Purifier,2022-07-01,Stopped working too soon.,1,24,South,Home Goods,1444.49
Blender,2023-01-29,Stopped working too soon.,5,58,East,Kitchen,2484.91
Gaming Chair,2024-03-05,"Loved it, will buy again.",3,242,West,Furniture,23014.9
Wireless Mouse,2023-08-20,Not worth the price.,5,292,West,Accessories,2971.54
Wireless Mouse,2022-05-20,Amazing performance and value.,3,72,East,Accessories,1719.02
Robot Vacuum,2021-06-23,Bad experience overall.,5,249,North,Home Goods,14047.4
Blender,2022-10-20,"Great quality, very satisfied!",1,127,West,Kitchen,5936.2
Air Purifier,2024-04-25,Quality could be better.,2,52,East,Home Goods,1856.65
Wireless Mouse,2023-10-10,Decent for the price.,4,208,East,Accessories,4717.28
Wireless Mouse,2023-08-19,Not worth the price.,1,198,West,Accessories,3948.29
Blender,2024-02-28,Works fine.,2,218,North,Kitchen,7838.39
Wireless Mouse,2024-08-08,Highly recommend this!,5,272,West,Accessories,5062.87
Blender,2024-11-26,Stopped working too soon.,5,127,East,Kitchen,4758.94
Electric Kettle,2020-08-14,Amazing performance and value.,3,175,West,Kitchen,4151.61
Gaming Chair,2023-06-13,Amazing performance and value.,4,232,North,Furniture,21525.12
Smartwatch,2022-05-22,Stopped working too soon.,3,201,West,Wearables,9881.92
Laptop Stand,2022-06-10,"Great quality, very satisfied!",4,19,East,Accessories,190.32
Smartwatch,2024-01-18,Not worth the price.,5,81,South,Wearables,3325.15
Smartwatch,2022-11-02,"Average product, does the job.",1,283,South,Wearables,16545.67
Gaming Chair,2020-07-28,"Loved it, will buy again.",2,234,North,Furniture,11900.7
Wireless Mouse,2022-01-10,Amazing performance and value.,1,285,West,Accessories,8261.63
Laptop Stand,2021-01-31,"Loved it, will buy again.",3,72,East,Accessories,1790.33
Wireless Mouse,2023-01-28,Not worth the price.,5,45,South,Accessories,556.29
Coffee Maker,2020-01-31,It's okay.,1,19,South,Kitchen,759.8
Coffee Maker,2022-06-16,Amazing performance and value.,2,184,West,Kitchen,6085.67
Smartwatch,2024-03-31,"Average product, does the job.",3,167,East,Wearables,7226.03
Electric Kettle,2021-10-10,Excellent product!,2,47,North,Kitchen,2114.04
Blender,2020-11-24,Excellent product!,3,262,South,Kitchen,11272.14
4K Action Camera,2023-04-04,Excellent product!,4,202,West,Electronics,13601.17
Electric Kettle,2024-01-22,It's okay.,5,118,South,Kitchen,3819.6
4K Action Camera,2022-08-09,"Loved it, will buy again.",4,289,West,Electronics,22622.49
Electric Kettle,2023-01-28,Works fine.,3,58,West,Kitchen,1902.01
Gaming Chair,2021-09-12,Stopped working too soon.,1,267,South,Furniture,18237.92
Air Purifier,2023-04-11,"Average product, does the job.",1,213,East,Home Goods,10917.05
Blender,2024-11-07,It's okay.,5,46,West,Kitchen,1501.38
Robot Vacuum,2020-06-10,"Loved it, will buy again.",2,57,South,Home Goods,3073.69
Wireless Mouse,2024-10-17,It's okay.,1,44,East,Accessories,487.32
Blender,2022-02-14,Excellent product!,5,142,East,Kitchen,3931.89
Smartwatch,2023-07-10,Quality could be better.,3,61,West,Wearables,1732.23
Electric Kettle,2020-09-30,Amazing performance and value.,2,281,East,Kitchen,7510.27
4K Action Camera,2022-10-23,Quality could be better.,5,247,West,Electronics,13675.2
Wireless Mouse,2022-11-17,Not worth the price.,3,115,East,Accessories,2154.24
Blender,2020-11-21,Excellent product!,3,179,East,Kitchen,4423.56
Smartwatch,2022-07-28,Nothing special but acceptable.,2,127,East,Wearables,7554.42
Blender,2023-03-18,Not worth the price.,2,74,North,Kitchen,3335.09
Air Purifier,2021-06-23,Works fine.,1,202,West,Home Goods,9087.02
Air Purifier,2021-05-02,Decent for the price.,1,41,South,Home Goods,1381.27
Smartwatch,2022-04-01,It's okay.,5,256,West,Wearables,10991.14
Electric Kettle,2024-01-01,Highly recommend this!,4,281,West,Kitchen,7370.04
Gaming Chair,2022-12-24,Amazing performance and value.,5,296,North,Furniture,13260.08
4K Action Camera,2020-12-21,Works fine.,5,265,South,Electronics,20222.96
Smartwatch,2024-04-05,Not worth the price.,5,91,West,Wearables,3393.21
Air Purifier,2023-06-29,Decent for the price.,1,128,North,Home Goods,7344.67
Wireless Mouse,2020-08-22,Nothing special but acceptable.,1,296,South,Accessories,4825.73
Electric Kettle,2020-08-14,Amazing performance and value.,1,278,North,Kitchen,13724.88
Laptop Stand,2024-03-28,Works fine.,2,107,East,Accessories,1699.49
Wireless Mouse,2023-08-29,Highly recommend this!,4,199,West,Accessories,2248.48
4K Action Camera,2020-02-18,"Average product, does the job.",4,213,East,Electronics,22235.84
Smartwatch,2020-04-27,Amazing performance and value.,1,244,North,Wearables,12155.94
Smartwatch,2020-02-23,Not worth the price.,4,121,West,Wearables,5338.97
Air Purifier,2024-07-31,It's okay.,1,127,South,Home Goods,6034.5
Gaming Chair,2021-07-18,Highly recommend this!,4,168,North,Furniture,10070.51
Air Purifier,2022-12-03,"Average product, does the job.",5,142,South,Home Goods,8350.94
Air Purifier,2020-02-22,Excellent product!,4,65,West,Home Goods,3454.07
Laptop Stand,2024-05-28,"Average product, does the job.",4,287,North,Accessories,7019.39
Gaming Chair,2021-07-11,"Average product, does the job.",3,104,South,Furniture,5404.56
Gaming Chair,2024-03-28,Excellent product!,3,214,East,Furniture,18881.84
Coffee Maker,2024-08-27,Excellent product!,3,120,East,Kitchen,5492.83
Gaming Chair,2023-01-30,Highly recommend this!,5,164,West,Furniture,14704.1
Wireless Mouse,2024-12-20,Stopped working too soon.,2,73,North,Accessories,1255.31
Wireless Mouse,2024-11-28,Quality could be better.,4,206,North,Accessories,3385.16
Robot Vacuum,2022-05-17,Very disappointing.,5,213,East,Home Goods,8368.44
4K Action Camera,2021-02-01,"Average product, does the job.",2,96,South,Electronics,6590.35
Coffee Maker,2023-03-07,Nothing special but acceptable.,1,120,West,Kitchen,3362.14
Robot Vacuum,2021-11-05,"Loved it, will buy again.",5,37,West,Home Goods,2387.23
Gaming Chair,2021-01-21,Quality could be better.,3,220,South,Furniture,19836.31
Blender,2020-04-20,Quality could be better.,1,172,North,Kitchen,8367.83
Wireless Mouse,2021-09-05,"Average product, does the job.",3,14,East,Accessories,285.79
Coffee Maker,2020-01-17,"Average product, does the job.",4,23,South,Kitchen,838.13
Electric Kettle,2024-12-08,Very disappointing.,3,13,West,Kitchen,602.19
Coffee Maker,2023-04-20,Very disappointing.,3,289,West,Kitchen,6181.56
Wireless Mouse,2022-06-02,Amazing performance and value.,2,34,South,Accessories,636.71
4K Action Camera,2024-04-08,"Great quality, very satisfied!",5,158,West,Electronics,9755.88
Laptop Stand,2021-06-24,Highly recommend this!,1,184,East,Accessories,5191.81
Smartwatch,2020-06-19,Very disappointing.,2,88,North,Wearables,4893.36
Laptop Stand,2021-02-12,Highly recommend this!,4,219,South,Accessories,2739.13
Electric Kettle,2022-01-09,Not worth the price.,4,155,West,Kitchen,5282.62
Blender,2023-11-02,"Loved it, will buy again.",2,45,West,Kitchen,1296.59
Robot Vacuum,2023-04-26,It's okay.,4,148,South,Home Goods,5899.97
Gaming Chair,2022-05-07,Not worth the price.,1,262,South,Furniture,22650.1
Wireless Mouse,2020-08-17,"Great quality, very satisfied!",5,128,South,Accessories,2589.84
Laptop Stand,2020-04-28,Stopped working too soon.,1,215,West,Accessories,2173.24
Laptop Stand,2023-03-25,Excellent product!,5,67,West,Accessories,675.84
Air Purifier,2022-02-22,Stopped working too soon.,3,69,West,Home Goods,4778.64
Coffee Maker,2024-09-06,Not worth the price.,4,163,East,Kitchen,5320.72
Robot Vacuum,2021-04-09,Nothing special but acceptable.,5,277,East,Home Goods,18018.11
4K Action Camera,2020-04-13,Nothing special but acceptable.,4,234,West,Electronics,22942.08
Gaming Chair,2024-06-15,Works fine.,3,25,North,Furniture,2299.57
4K Action Camera,2021-11-28,Excellent product!,5,209,East,Electronics,16331.65
Gaming Chair,2024-12-23,Decent for the price.,1,183,West,Furniture,18263.02
